DEPTH,BV1,BV2,"""""VOCC_LAB[32]"[64]"[96]"[105]",CLOSURE,COLOR_PRT,G1,G2,MODE,"""""C_LAB[32]"[64]"[96]"[105]",PD1,PD2,PERMEABILITY,POROSITY,PRT,R35,ROCK_TYPE,SAMPLE
FEET,%,%,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,PU,ALPHA*16,"","",MICRONS,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,PSI,MD,%,"",MICRONS,ALPHA*16,""
69,26.362,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00100086,0.00812999,0.12089,0.477071,1.0791,1.85254,2.72016,3.62461,4.5285,5.40927,6.25427,7.05718,7.81557,8.52937,9.19989,9.82918,10.4197,10.9739,11.4945,11.9838,12.4442,12.878,13.287,13.6733,14.0384,14.384,14.7115,15.0222,15.3173,15.5979,15.865,16.1195,16.3622,16.594,16.8155,17.0274,17.2302,17.4246,17.611,17.79,17.9618,18.127,18.2859,18.4389,18.5863,18.7283,18.8653,18.9976,19.1252,19.2486,19.3679,19.4833,19.595,19.7031,19.8079,19.9094,20.0079,20.1034,20.1961,20.2861,20.3736,20.4586,20.5412,20.6216,20.6997,20.7758,20.8499,20.9221,20.9924,21.0609,21.1277,21.1928,21.2564,21.3184,21.3789,21.438,21.4957,21.5521,21.6072,21.6611,21.7137,21.7652,21.8156,21.8649,21.9131,21.9603,0.058306,CYAN,0.77319,-999.25,22.645,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,3.884,-999.25,102.06,21.2,1,4.63244,Macro,69.0000
70,17.0509,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00523585,3.33391,6.89752,9.11654,10.5656,11.5752,12.316,12.8817,13.3274,13.6874,13.9843,14.2331,14.4447,14.6268,14.7851,14.9241,15.0471,15.1566,15.2548,15.3433,15.4236,15.4966,15.5634,15.6246,15.6811,15.7332,15.7815,15.8265,15.8683,15.9074,15.944,15.9783,16.0105,16.0409,16.0696,16.0966,16.1223,16.1465,16.1696,16.1915,16.2123,16.2322,16.2511,16.2692,16.2865,16.3031,16.3189,16.3341,16.3486,16.3626,16.3761,16.389,16.4014,16.4134,16.425,16.4361,16.4469,16.4572,16.4673,16.477,16.4864,16.4954,16.5042,16.5128,16.521,16.529,16.5368,16.5443,16.5517,16.5588,16.5657,16.5724,16.579,16.5853,16.5915,16.5976,0.855525,CYAN,0.100077,-999.25,14.6623,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,13.009,-999.25,86,17.1,1,5.08688,Macro,70.0000
71,26.5406,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.146553,2.14294,5.04891,7.69654,9.89032,11.6797,13.147,14.3639,15.3855,16.2534,16.9989,17.6454,18.2111,18.7101,19.1532,19.5494,19.9055,20.2274,20.5197,20.7863,21.0304,21.2547,21.4615,21.6529,21.8304,21.9955,22.1494,22.2933,22.4281,22.5546,22.6736,22.7857,22.8915,22.9915,23.0862,23.176,23.2612,23.3423,23.4194,23.4929,23.563,23.63,23.694,23.7553,23.814,23.8703,23.9243,23.9762,24.026,24.074,24.1201,24.1646,24.2075,24.2488,24.2887,24.3273,24.3645,24.4006,24.4354,24.4691,24.5018,24.5335,24.5641,24.5939,24.6228,24.6508,24.6781,24.7045,24.7302,24.7552,24.7796,24.8032,24.8263,24.8487,24.8706,24.8919,24.9127,3.08015,CYAN,0.24,-999.25,15.1201,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,10.74,-999.25,180.28,27.21,1,5.07101,Macro,71.0000
72,12.6069,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0192202,0.620005,1.78002,2.95759,3.98685,4.85315,5.57835,6.18854,6.70639,7.15002,7.53355,7.868,8.16195,8.42217,8.65405,8.86189,9.04921,9.21886,9.37321,9.51421,9.64352,9.76252,9.87239,9.97412,10.0686,10.1566,10.2387,10.3155,10.3874,10.4551,10.5187,10.5787,10.6354,10.6889,10.7397,10.7878,10.8336,10.8771,10.9185,10.958,10.9956,11.0316,11.0661,11.099,11.1306,11.1609,11.19,11.2179,11.2448,11.2706,11.2955,11.3195,11.3426,11.3649,11.3864,11.4072,11.4273,11.4467,11.4655,11.4837,11.5014,11.5185,11.535,11.5511,11.5667,11.5819,11.5966,11.6109,11.6248,11.6383,11.6514,11.6642,11.6767,11.6888,11.7007,11.7122,11.7234,11.7344,11.7451,0.513917,CYAN,0.275332,-999.25,18.0447,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,8.641,-999.25,56.36,12,1,5.50313,Macro,72.0000
73,19.9851,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.00409088,0.0979772,0.436721,1.01183,1.73223,2.51659,3.31166,4.08679,4.82599,5.52204,6.17274,6.77868,7.34191,7.86514,8.35138,8.80362,9.22473,9.6174,9.98412,10.3271,10.6485,10.95,11.2335,11.5002,11.7517,11.9892,12.2137,12.4262,12.6277,12.8189,13.0007,13.1736,13.3383,13.4954,13.6453,13.7885,13.9255,14.0566,14.1823,14.3028,14.4184,14.5295,14.6363,14.739,14.8379,14.9332,15.025,15.1135,15.199,15.2816,15.3614,15.4385,15.5131,15.5853,15.6553,15.723,15.7887,15.8524,15.9142,15.9742,16.0325,16.0891,16.1441,16.1976,16.2496,16.3002,16.3495,16.3975,16.4442,16.4897,16.5341,16.5774,16.6196,16.6607,16.7009,16.7402,16.7785,16.8159,16.8524,16.8881,16.9231,16.9572,0.105426,CYAN,0.668188,-999.25,17.4501,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,5.687,-999.25,90,17,1,5.23932,Macro,73.0000
74,24.248,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.131171,1.59309,3.84709,6.03561,7.93285,9.53103,10.8732,12.0068,12.9723,13.8022,14.5219,15.1511,15.7054,16.1972,16.6363,17.0305,17.3864,17.7091,18.0031,18.272,18.5189,18.7463,18.9565,19.1512,19.3322,19.5009,19.6584,19.8058,19.9441,20.0741,20.1965,20.3119,20.421,20.5242,20.6219,20.7147,20.8029,20.8868,20.9667,21.0429,21.1157,21.1852,21.2517,21.3154,21.3764,21.435,21.4912,21.5453,21.5972,21.6472,21.6953,21.7417,21.7865,21.8297,21.8714,21.9116,21.9506,21.9882,22.0247,22.06,22.0942,22.1273,22.1594,22.1906,22.2209,22.2503,22.2788,22.3066,22.3335,22.3598,22.3853,22.4101,22.4343,22.4579,22.4809,22.5033,22.5251,22.5464,0.658524,CYAN,0.28,-999.25,16.4533,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,9.426,-999.25,175.8,22.7,1,5.85078,Macro,74.0000
75,16.4316,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.367156,2.67096,4.98145,6.75712,8.09634,9.12563,9.93584,10.5879,11.1231,11.5696,11.9476,12.2715,12.5521,12.7975,13.0138,13.206,13.3777,13.5322,13.6719,13.7987,13.9144,14.0205,14.1179,14.2078,14.291,14.3683,14.4401,14.5071,14.5698,14.6285,14.6836,14.7355,14.7844,14.8305,14.8742,14.9155,14.9547,14.9919,15.0273,15.061,15.0931,15.1237,15.153,15.181,15.2078,15.2335,15.2581,15.2818,15.3045,15.3263,15.3473,15.3675,15.387,15.4057,15.4238,15.4413,15.4582,15.4745,15.4903,15.5056,15.5204,15.5347,15.5486,15.5621,15.5751,15.5878,15.6001,15.612,15.6236,15.6349,15.6459,15.6566,15.667,15.6771,15.6869,0.473152,CYAN,0.171353,-999.25,13.0122,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,13.505,-999.25,92.4,16,1,5.59979,Macro,75.0000
76,25.3476,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00100024,0.537299,2.9461,5.69641,8.08448,10.0446,11.6443,12.9605,14.0565,14.9802,15.7679,16.4467,17.0372,17.5553,18.0133,18.421,18.7861,19.115,19.4127,19.6834,19.9307,20.1573,20.3659,20.5584,20.7366,20.9021,21.0562,21.1999,21.3344,21.4605,21.5789,21.6903,21.7953,21.8945,21.9883,22.0772,22.1615,22.2415,22.3176,22.3901,22.4593,22.5252,22.5883,22.6485,22.7062,22.7615,22.8146,22.8654,22.9143,22.9614,23.0066,23.0501,23.0921,23.1325,23.1716,23.2093,23.2457,23.2808,23.3149,23.3478,23.3797,23.4105,23.4405,23.4695,23.4976,23.5249,23.5515,23.5772,23.6023,23.6266,23.6503,23.6733,23.6957,23.7175,23.7388,23.7595,0.056722,CYAN,0.24,-999.25,12.5096,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,12.981,-999.25,173,23.1,1,5.71358,Macro,76.0000
77,17.095,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0100262,0.634181,2.07715,3.62995,5.02131,6.20783,7.20893,8.05567,8.77688,9.39637,9.93305,10.4018,10.8143,11.1799,11.5059,11.7984,12.0621,12.3011,12.5187,12.7175,12.8999,13.0678,13.2229,13.3665,13.5,13.6242,13.7402,13.8487,13.9505,14.0461,14.1361,14.2209,14.301,14.3768,14.4486,14.5167,14.5814,14.6429,14.7015,14.7574,14.8108,14.8617,14.9105,14.9571,15.0018,15.0447,15.0859,15.1254,15.1635,15.2,15.2353,15.2692,15.3019,15.3335,15.364,15.3935,15.4219,15.4495,15.4761,15.5019,15.5269,15.5511,15.5746,15.5974,15.6195,15.6409,15.6618,15.682,15.7017,15.7209,15.7395,15.7577,15.7753,15.7925,15.8093,15.8256,15.8415,15.8571,15.8722,15.887,0.466679,CYAN,0.288181,-999.25,19.7342,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,7.785,-999.25,107.98,16.2,1,6.02445,Macro,77.0000
78,25.2703,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0601556,2.22345,5.52424,8.35942,10.5936,12.349,13.7485,14.884,15.8211,16.6061,17.2726,17.8451,18.342,18.777,19.1611,19.5025,19.8081,20.083,20.3317,20.5578,20.7641,20.9532,21.1271,21.2876,21.4361,21.574,21.7023,21.8221,21.934,22.039,22.1376,22.2303,22.3177,22.4002,22.4783,22.5522,22.6223,22.6889,22.7523,22.8126,22.8701,22.9249,22.9773,23.0275,23.0754,23.1214,23.1655,23.2078,23.2485,23.2876,23.3252,23.3614,23.3963,23.4299,23.4623,23.4937,23.5239,23.5532,23.5814,23.6088,23.6353,23.661,23.6858,23.71,23.7334,23.7561,23.7781,23.7995,23.8203,23.8405,23.8602,23.8793,23.898,23.9161,23.9338,0.02696,CYAN,0.2,-999.25,12.2465,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,13.884,-999.25,195.4,23,1,6.12329,Macro,78.0000
79,21.7652,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.00314286,4.12223,8.72212,11.5866,13.4537,14.7526,15.7045,16.4308,17.0026,17.4642,17.8446,18.1633,18.4343,18.6674,18.8701,19.048,19.2053,19.3454,19.471,19.5842,19.6868,19.7801,19.8655,19.9438,20.0159,20.0826,20.1443,20.2017,20.2552,20.3051,20.3519,20.3957,20.4369,20.4757,20.5123,20.5469,20.5796,20.6106,20.6401,20.6681,20.6947,20.72,20.7442,20.7673,20.7894,20.8105,20.8307,20.8501,20.8687,20.8866,20.9037,20.9202,20.9361,20.9514,20.9662,20.9804,20.9941,21.0074,21.0202,21.0326,21.0445,21.0561,21.0674,21.0782,21.0888,21.099,21.1089,21.1186,21.1279,21.137,21.1458,21.1544,21.1628,0.168399,CYAN,0.1,-999.25,10.4075,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,18.328,-999.25,168.56,20.9,1,6.1431,Macro,79.0000
80,31.5497,-999.25,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0297457,1.59159,4.72512,7.84548,10.5197,12.7362,14.5698,16.0984,17.386,18.4825,19.4256,20.2446,20.9619,21.5948,22.1573,22.6603,23.1127,23.5216,23.8931,24.2319,24.5421,24.8273,25.0903,25.3335,25.5592,25.7692,25.9649,26.1479,26.3194,26.4803,26.6316,26.7742,26.9087,27.0359,27.1564,27.2705,27.379,27.482,27.5801,27.6736,27.7628,27.848,27.9295,28.0074,28.0821,28.1537,28.2223,28.2883,28.3517,28.4127,28.4714,28.528,28.5825,28.6351,28.6859,28.7349,28.7823,28.8281,28.8724,28.9153,28.9569,28.9971,29.0362,29.074,29.1107,29.1464,29.181,29.2147,29.2474,29.2792,29.3101,29.3403,29.3696,29.3981,29.4259,29.453,29.4794,29.5052,29.5303,29.5548,29.5788,29.6021,29.6249,29.6472,29.669,29.6903,2.12351,CYAN,0.256661,-999.25,40.2505,0.5,0.56,0.6272,0.702464,0.78676,0.881171,0.986911,1.10534,1.23798,1.38654,1.55292,1.73927,1.94799,2.18175,2.44356,2.73678,3.0652,3.43302,3.84498,4.30638,4.82315,5.40192,6.05016,6.77617,7.58931,8.50003,9.52004,10.6624,11.9419,13.375,14.98,16.7776,18.7909,21.0458,23.5713,26.3998,29.5678,33.1159,37.0898,41.5406,46.5255,52.1085,58.3616,65.365,73.2088,81.9938,91.8331,102.853,115.195,129.019,144.501,161.841,181.262,203.014,227.375,254.66,285.22,319.446,357.779,400.713,448.798,502.654,562.973,630.53,706.193,790.936,885.849,992.15,1111.208,1244.553,1393.9,1561.168,1748.508,1958.329,2193.329,2456.528,2751.311,3081.469,3451.245,3865.394,4329.242,4848.75,5430.601,6082.272,6812.146,7629.603,8545.155,9570.574,10719.04,12005.33,13445.97,15059.48,16866.62,18890.62,21157.49,23696.39,26539.96,29724.75,33291.72,37286.73,41761.13,46772.47,52385.16,58671.39,65711.95,3.958,-999.25,395.74,32.9,1,6.56976,Macro,80.0000
